Age,SLOCStandard,Readability,SimpleReadability,NVAR,NCOMP,Mcclure,McCabe,IndentSTD,MaximumBlockDepth,totalFanOut,Length,MaintainabilityIndex,SATD,Parameters,LocalVariables,ChangeAtMethodAge,NewAdditions,DiffSizes,EditDistances,CriticalEditDistances,TangledWMoveandFileRename,Buggycommiit,PotentiallyBuggycommit,RiskyCommit,file,Decision,Detection,result
843,7,0.26749444007873535,0.23146709815576233,3,2,5,4,2.56,1,2,45.0,110.77677917480469,0,1,1,0,0,0,0,0,0,0,0,0,3177.json,NotBuggy,NotBuggy,
924,5#20,0.5046926140785217#0.0692504346370697,0.4027382716848998#9.7590333526561E-5,0#5,0#5,0#10,1#5,1.96#3.22,0#2,5#11,34.0#116.0,118.58592224121094#87.65606689453125,0#0,0#2,0#2,0#12,0#21,0#24,0#657,0#570,0#22,0#0,0#0,0#0,4754.json,NotBuggy,NotBuggy,
1320,15#15#15#15#14#14#14#14#14#14#14#14,0.08602768182754517#0.03357778862118721#0.03457701951265335#0.03258976712822914#0.0032301382161676884#0.002988878171890974#0.0033119735307991505#0.002404236700385809#0.002404236700385809#0.002451144391670823#1.5482133312616497E-4#1.6401047469116747E-4,1.9775107101670346E-5#3.9757517358429105E-6#3.874324547380486E-6#1.9231924311961383E-6#1.6982907643183327E-5#1.736812398763024E-5#1.834055036998343E-5#7.332353154715437E-5#7.332353154715437E-5#7.072267024356095E-5#3.7098135030133446E-6#3.698709895468914E-6,7#7#7#7#4#4#4#2#2#2#2#2,8#8#8#8#4#4#4#2#2#2#2#2,15#15#15#15#8#8#8#4#4#4#4#4,6#6#6#6#5#5#5#5#5#5#5#5,2.29#2.29#2.29#2.29#4.12#4.12#4.12#4.12#4.12#4.12#4.12#4.12,1#1#1#1#2#2#2#2#2#2#2#2,8#8#8#8#8#8#8#8#8#8#9#9,116.0#124.0#124.0#126.0#110.0#110.0#110.0#104.0#104.0#104.0#116.0#116.0,92.30268096923828#91.92224884033203#91.92224884033203#91.77472686767578#93.9265365600586#93.9265365600586#93.9265365600586#94.28870391845703#94.28870391845703#94.28870391845703#93.61672973632812#93.61672973632812,0#0#0#0#0#0#0#0#0#0#0#0,3#4#4#4#4#4#4#4#4#4#4#4,2#2#2#2#4#4#4#4#4#4#4#4,0#18#38#130#166#170#257#369#372#381#638#805,0#2#2#1#12#1#6#2#0#4#4#1,0#4#4#2#27#2#12#4#0#8#8#2,0#44#18#24#428#6#9#42#0#25#102#7,0#43#18#24#417#6#0#42#0#25#102#7,0#33#1#78#109#124#126#3#20#155#203#367,0#0#0#0#0#0#0#0#0#0#0#1,0#0#0#0#0#0#0#1#0#0#0#1,0#0#0#0#0#0#0#1#0#0#0#1,588.json,Buggy,NotBuggy,NotBuggy
795,3,0.713691771030426,0.8199342348913421,0,0,0,1,1.89,0,1,18.0,130.85629272460938,0,0,0,0,0,0,0,0,0,0,0,0,5095.json,NotBuggy,NotBuggy,
1016,3#6#6#7#7#11#5#5#5,0.6006538271903992#0.15675753355026245#0.1729290634393692#0.19889694452285767#0.08414388447999954#0.6767191290855408#0.42742881178855896#0.17629553377628326#0.1871652752161026,0.8234178541721127#0.011369621092652363#0.01769655501085091#0.014766030118766083#0.0044208613884232405#0.45067289733261723#0.531399734426506#0.17916356730373634#0.17362349837020027,0#1#1#1#1#1#0#0#0,0#2#2#2#2#2#0#0#0,0#3#3#3#3#3#0#0#0,1#3#3#3#3#4#1#1#1,1.89#1.89#1.89#2.56#2.56#4.27#1.96#1.96#1.96,0#0#0#0#0#2#0#0#0,2#3#3#3#5#4#3#3#3,22.0#60.0#58.0#60.0#66.0#58.0#31.0#39.0#39.0,129.57785034179688#111.57786560058594#111.80011749267578#109.08061981201172#108.54080200195312#101.66053771972656#119.2291259765625#117.79822540283203#117.79822540283203,0#0#0#0#0#0#0#0#0,1#1#1#1#1#1#1#1#1,0#0#0#0#0#0#0#0#0,0#5#179#223#224#246#261#473#603,0#6#1#7#2#11#5#2#1,0#9#2#14#4#15#19#4#2,0#342#14#107#22#193#410#59#6,0#268#14#57#22#105#226#60#6,0#251#33#28#75#121#52#55#91,0#0#0#0#0#0#0#0#0,0#0#0#0#0#0#0#0#0,0#0#0#0#0#0#0#0#0,2668.json,NotBuggy,NotBuggy,
787,8#8#8#13#11#11#11,0.2167954295873642#0.19801774621009827#0.23620431125164032#0.027802111580967903#0.002977964701130986#0.003134011523798108#0.003194929100573063,0.04016874280669496#0.09085452353796761#0.13285348602431704#1.1374835982183926E-4#4.401459228585056E-5#4.362367703402215E-5#4.2723186195392245E-5,0#0#0#0#0#0#0,0#0#0#0#0#0#0,0#0#0#0#0#0#0,1#1#1#1#1#1#1,4.36#4.36#4.36#4.33#4.27#4.27#4.27,0#0#0#0#0#0#0,7#6#6#12#14#14#14,53.0#49.0#47.0#98.0#98.0#98.0#98.0,108.0224838256836#108.52436065673828#108.79094696044922#96.79351806640625#99.42453002929688#99.42453002929688#99.42453002929688,0#0#0#0#0#0#0,0#0#0#0#0#0#0,1#1#1#1#1#1#1,0#113#133#141#143#219#386,0#2#1#8#9#1#1,0#4#2#10#20#2#2,0#27#9#499#329#5#8,0#27#9#461#313#5#8,0#55#30#392#50#227#39,0#0#0#0#0#0#0,0#0#0#0#0#0#0,0#0#0#0#0#0#0,3509.json,NotBuggy,NotBuggy,
790,3,0.9456103444099426,0.8660380927132155,0,0,0,1,1.89,0,0,17.0,131.28770446777344,0,0,0,0,0,0,0,0,0,0,0,0,707.json,NotBuggy,NotBuggy,
1008,11,0.2386031299829483,0.005165332834493131,4,3,7,4,2.67,1,4,73.0,100.38084411621094,0,2,2,0,0,0,0,0,0,0,0,0,4861.json,NotBuggy,NotBuggy,
1008,3#3,0.0024224144872277975#0.2289183884859085,0.0805633339948803#0.5927217898167918,0#0,0#0,0#0,1#1,1.89#1.89,0#0,2#1,37.0#24.0,126.14789581298828#129.0215301513672,0#0,2#1,0#0,0#164,0#2,0#4,0#85,0#89,0#218,0#0,0#0,0#0,576.json,NotBuggy,NotBuggy,
897,3#8#8#8#8#8#8,0.5131309032440186#0.4072127342224121#0.3824400007724762#0.31435713171958923#0.01176723837852478#0.012664120644330978#0.012664120644330978,0.8153310403158591#0.46616377575997914#0.2295423084208463#0.09571809680662144#0.02941511149476223#0.029700027775398936#0.028873093894738043,0#1#1#1#1#1#1,0#1#1#1#1#1#1,0#2#2#2#2#2#2,1#2#2#2#2#2#2,1.89#2.83#2.83#2.83#2.83#2.83#2.83,0#1#1#1#1#1#1,1#2#2#2#6#6#6,20.0#44.0#49.0#54.0#59.0#59.0#59.0,129.9696044921875#109.010498046875#108.3963394165039#107.83899688720703#107.37852478027344#107.37852478027344#107.37852478027344,0#0#0#0#0#0#0,0#0#0#0#0#0#0,0#1#1#1#1#1#1,0#121#121#187#224#317#382,0#8#1#1#2#2#1,0#11#2#2#4#4#2,0#236#19#25#98#24#7,0#144#19#25#96#24#7,0#35#8#9#30#47#367,0#0#0#0#0#0#1,0#1#1#0#0#0#1,0#0#1#0#0#0#1,1334.json,Buggy,NotBuggy,NotBuggy
1172,36#36#3#3#3#3#3#3#3#3,0.0#0.0#0.06642791628837585#0.06642791628837585#0.08243890106678009#0.08243890106678009#0.08243890106678009#0.08243890106678009#0.08243890106678009#0.08243890106678009,1.100449558485312E-21#1.102565872623522E-21#0.2685689621610993#0.2685689621610993#0.2487454505606863#0.2487454505606863#0.2487454505606863#0.2487454505606863#0.2487454505606863#0.2487454505606863,14#14#0#0#0#0#0#0#0#0,15#15#0#0#0#0#0#0#0#0,29#29#0#0#0#0#0#0#0#0,7#7#1#1#1#1#1#1#1#1,7.27#7.27#1.89#1.89#1.89#1.89#1.89#1.89#1.89#1.89,2#2#0#0#0#0#0#0#0#0,28#28#1#1#1#1#1#1#1#1,329.0#329.0#28.0#28.0#28.0#28.0#28.0#28.0#28.0#28.0,71.70191192626953#71.70191192626953#127.72655487060547#127.72655487060547#127.72655487060547#127.72655487060547#127.72655487060547#127.72655487060547#127.72655487060547#127.72655487060547,0#0#0#0#0#0#0#0#0#0,1#1#1#1#1#1#1#1#1#1,11#11#0#0#0#0#0#0#0#0,0#1#3#588#591#633#633#647#692#785,0#0#2#0#1#0#0#0#0#0,0#0#43#0#2#0#0#0#0#0,0#1#1984#0#10#0#0#0#0#0,0#0#1449#0#10#0#0#0#0#0,0#0#2#0#9#5#2#12#1#20,0#0#1#0#0#0#0#0#0#0,0#1#1#0#0#0#1#1#0#0,0#1#1#0#0#0#1#1#0#0,5493.json,Buggy,Buggy,Buggy
1360,3#3#3#3#3#3#3#3,0.541132926940918#0.79021817445755#0.8656731247901917#0.8646618723869324#0.3557947874069214#0.3691382110118866#0.17624300718307495#0.17624300718307495,0.8803995785860037#0.8236723345916718#0.8102322947301198#0.8936205630964618#0.9515006072782651#0.9476560467582428#0.9475528574596211#0.9475528574596211,0#0#0#0#0#0#0#0,0#0#0#0#0#0#0#0,0#0#0#0#0#0#0#0,1#1#1#1#1#1#1#1,3.77#3.77#3.77#1.89#1.89#1.89#1.89#1.89,0#0#0#0#0#0#0#0,0#0#0#0#0#0#0#0,13.0#14.0#14.0#14.0#12.0#12.0#12.0#12.0,132.9956512451172#132.4454345703125#132.4454345703125#132.4454345703125#133.59722900390625#133.59722900390625#133.59722900390625#133.59722900390625,0#0#0#0#0#0#0#0,0#1#1#1#0#0#0#0,0#0#0#0#0#0#0#0,0#65#160#297#349#352#517#714,0#1#1#3#1#1#1#0,0#2#2#6#2#2#2#0,0#37#11#16#26#4#7#0,0#37#11#0#26#4#7#0,0#125#21#126#251#103#218#392,0#0#1#0#0#1#0#0,0#1#1#0#0#1#0#0,0#1#1#0#0#1#0#0,3279.json,Buggy,Buggy,Buggy
1360,3#3#3#3#3,0.2135312706232071#0.2135312706232071#0.27503904700279236#0.22044679522514343#0.25111719965934753,0.2040972118602011#0.2040972118602011#0.31207275482974506#0.4742330640654346#0.47129315244785547,1#1#1#0#0,1#1#1#0#0,2#2#2#0#0,2#2#2#1#1,3.77#3.77#1.89#1.89#1.89,0#0#0#0#0,4#4#4#4#4,30.0#30.0#30.0#27.0#27.0,127.44500732421875#127.44500732421875#127.44500732421875#128.51292419433594#128.51292419433594,0#0#0#0#0,0#0#0#0#0,0#0#0#0#0,0#76#297#344#517,0#0#3#1#1,0#0#6#2#2,0#0#22#54#9,0#0#0#54#9,0#35#126#344#218,0#0#0#0#0,0#0#0#0#0,0#0#0#0#0,3189.json,NotBuggy,NotBuggy,
1189,3#3#3#3#5#13#3,0.9581897258758545#0.9502126574516296#0.9502126574516296#0.752679705619812#0.46250227093696594#0.8461028933525085#0.7736501693725586,0.9579314139531364#0.9137957547621682#0.9137957547621682#0.9568538642043937#0.13040542160696023#0.47712956766422776#0.9840813047691301,0#0#0#0#3#5#0,0#0#0#0#2#3#0,0#0#0#0#5#8#0,1#1#1#1#2#3#1,1.89#1.89#1.89#1.89#1.96#2.47#1.89,0#0#0#0#0#1#0,0#0#0#1#5#5#1,13.0#15.0#15.0#17.0#42.0#64.0#15.0,132.9956512451172#131.9385528564453#131.9385528564453#131.28770446777344#116.92352294921875#98.7625503540039#132.25152587890625,0#0#0#0#0#0#0,0#0#0#0#0#0#0,0#0#0#0#0#1#0,0#126#241#293#354#362#399,0#2#0#3#5#15#1,0#4#0#6#8#17#2,0#29#0#49#158#462#616,0#28#0#15#144#184#314,0#126#20#15#13#31#77,0#0#0#0#0#0#0,0#0#0#0#0#1#0,0#0#0#0#0#1#0,618.json,NotBuggy,NotBuggy,
1011,3#3,6.420778227038682E-4#6.420778227038682E-4,0.3952535686058956#0.38993081456009276,0#0,0#0,0#0,1#1,1.89#1.89,0#0,1#1,25.0#25.0,128.91311645507812#128.91311645507812,0#0,2#2,0#0,0#495,0#1,0#2,0#7,0#7,0#367,0#1,0#1,0#1,5170.json,Buggy,NotBuggy,NotBuggy
1154,3#3#3#3#3#3#3#3,0.5498250722885132#0.6720779538154602#0.6720779538154602#0.7103363871574402#0.7103363871574402#0.6860426664352417#0.714756429195404#0.5696642398834229,0.9431122661110801#0.9512959636162949#0.9512959636162949#0.9589137091611525#0.9589137091611525#0.9618677415452067#0.9422856905896073#0.9427620525372099,0#0#0#0#0#0#0#0,0#0#0#0#0#0#0#0,0#0#0#0#0#0#0#0,1#1#1#1#1#1#1#1,1.89#1.89#1.89#1.89#1.89#1.89#1.89#1.89,0#0#0#0#0#0#0#0,0#0#0#0#0#0#0#0,11.0#11.0#11.0#11.0#11.0#11.0#12.0#12.0,134.26058959960938#134.26058959960938#134.26058959960938#134.26058959960938#134.26058959960938#134.26058959960938#133.59722900390625#133.59722900390625,0#0#0#0#0#0#0#0,0#0#0#0#0#0#0#0,0#0#0#0#0#0#0#0,0#4#91#277#279#602#623#656,0#1#0#1#0#2#1#2,0#2#0#2#0#4#2#4,0#6#0#5#0#6#7#25,0#6#0#5#0#6#7#25,0#124#126#11#11#46#9#15,0#0#0#0#0#0#0#0,0#0#0#1#0#0#0#1,0#0#0#1#0#0#0#1,994.json,NotBuggy,NotBuggy,
1011,3#3#3#3#3,0.7438695430755615#0.7438695430755615#0.8703060746192932#0.8790809512138367#0.8728157877922058,0.840835629318536#0.840835629318536#0.7231371013714863#0.7358776699830246#0.7267310480536726,0#0#0#0#0,0#0#0#0#0,0#0#0#0#0,1#1#1#1#1,1.89#1.89#1.89#1.89#1.89,0#0#0#0#0,0#0#0#0#0,17.0#17.0#20.0#20.0#20.0,131.28770446777344#131.28770446777344#130.18594360351562#130.18594360351562#130.18594360351562,0#0#0#0#0,0#0#1#1#1,0#0#0#0#0,0#1#455#458#495,0#0#2#1#1,0#0#4#2#2,0#0#48#20#7,0#0#48#20#7,0#27#19#46#367,0#0#0#0#1,0#0#0#0#1,0#0#0#0#1,5057.json,Buggy,NotBuggy,NotBuggy
1360,7#7#7#7#6#11#10#10#10#18#18#17#17#17#17#17#13#17#17#17#17#17#17,0.16425612568855286#0.20672102272510529#0.2251630276441574#0.2311808317899704#0.800297200679779#0.04460970684885979#0.04698530584573746#0.08457348495721817#0.018400244414806366#9.474640828557312E-4#9.503457695245743E-4#9.794478537514806E-4#9.794478537514806E-4#9.719465160742402E-4#6.793633219785988E-4#8.152553928084671E-4#2.5661560357548296E-4#7.807625224813819E-4#8.019400993362069E-4#5.470517207868397E-4#5.756254540756345E-4#6.706099957227707E-4#9.040412260219455E-4,0.27077259191190023#0.27227646198711314#0.27980159926102416#0.5298258972206077#0.9161995553052598#0.17192056599579633#0.21505544476471508#0.26566018850740114#0.004623529823487438#1.0221592588662802E-6#1.0112341774050968E-6#1.2509673536395118E-6#1.2509673536395118E-6#1.2517915874912466E-6#4.822490475894171E-7#9.783560059418405E-7#6.568817168908162E-6#8.00235285550763E-7#7.882462989441833E-7#3.3434320061907206E-7#2.998366060696233E-7#3.03973891767016E-7#5.397528151801842E-7,1#1#1#1#1#1#1#1#1#2#2#2#2#2#2#2#1#2#2#2#2#2#2,1#1#1#1#1#1#1#1#1#2#2#2#2#2#2#2#1#2#2#2#2#2#2,2#2#2#2#2#2#2#2#2#4#4#4#4#4#4#4#2#4#4#4#4#4#4,2#2#2#2#2#2#2#2#2#3#3#3#3#3#3#3#2#3#3#3#3#3#3,10.22#10.22#10.22#5.11#2.75#9.4#9.67#6.14#4.45#11.2#11.2#11.31#11.31#11.31#11.31#11.31#11.68#5.57#5.57#5.57#5.57#5.57#5.57,1#1#1#1#1#1#1#1#1#2#2#2#2#2#2#2#1#2#2#2#2#2#2,2#2#2#2#2#6#7#6#8#17#17#16#16#16#17#17#16#17#17#17#17#17#16,36.0#36.0#36.0#36.0#26.0#56.0#53.0#51.0#69.0#127.0#127.0#124.0#124.0#124.0#128.0#125.0#107.0#125.0#125.0#128.0#128.0#128.0#125.0,112.53359985351562#112.53359985351562#112.53359985351562#112.53359985351562#117.36266326904297#102.44104766845703#104.37336730957031#104.5733871459961#102.67790222167969#89.27099609375#89.27099609375#90.34752655029297#90.34752655029297#90.34752655029297#90.15618133544922#90.3057632446289#95.80219268798828#90.3057632446289#90.3057632446289#90.13056182861328#90.10555267333984#90.10555267333984#90.2288818359375,0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0,0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0,0#0#0#0#0#0#0#0#1#2#2#2#2#2#2#2#2#2#2#2#2#2#2,0#65#76#297#344#511#517#591#646#686#705#714#722#773#792#813#841#841#849#948#950#956#1043,0#1#1#7#1#6#1#1#4#10#1#1#0#2#3#1#10#14#2#2#1#3#1,0#2#2#14#3#7#3#2#8#12#2#3#0#4#6#2#24#24#4#4#2#6#2,0#14#4#66#95#274#50#50#139#428#5#41#0#8#44#12#166#190#11#20#4#12#6,0#14#4#0#74#162#29#26#119#312#5#16#0#8#44#12#142#142#10#20#4#12#6,0#125#35#126#344#24#218#121#2#55#99#392#204#32#227#11#22#3#122#91#61#227#13,0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0,0#1#0#0#0#0#0#0#1#0#1#0#0#0#0#0#0#0#0#0#0#0#0,0#1#0#0#0#0#0#0#1#0#1#0#0#0#0#0#0#0#0#0#0#0#0,3593.json,NotBuggy,NotBuggy,
1360,3#3#3#3,0.7991687655448914#0.7991687655448914#0.9723851680755615#0.9326722621917725,0.8430264299866888#0.8430264299866888#0.9360194248034938#0.8507221172190856,0#0#0#0,0#0#0#0,0#0#0#0,1#1#1#1,3.77#3.77#1.89#1.89,0#0#0#0,1#1#0#0,15.0#15.0#14.0#18.0,132.25152587890625#132.25152587890625#132.4454345703125#130.7338104248047,0#0#0#0,0#0#0#1,0#0#0#0,0#76#297#344,0#0#3#2,0#0#6#4,0#0#30#29,0#0#14#27,0#35#126#344,0#0#0#0,0#0#0#0,0#0#0#0,2898.json,NotBuggy,NotBuggy,
877,3#5#5#4#8,0.8811901211738586#0.23599356412887573#0.21050693094730377#0.040636204183101654#0.08071726560592651,0.9739784174463212#0.6499805811490054#0.49721839533394846#0.21165475258388208#0.017112914871893686,0#0#0#0#0,0#0#0#0#0,0#0#0#0#0,1#1#1#1#1,1.89#1.96#1.96#2.0#1.73,0#0#0#0#0,1#5#5#4#6,17.0#37.0#37.0#36.0#62.0,131.28770446777344#118.30908203125#118.30908203125#121.98247528076172#107.45718383789062,0#0#0#0#0,1#1#1#1#1,0#0#0#0#1,0#0#2#195#343,0#2#5#2#5,0#2#10#5#6,0#123#40#75#211,0#83#0#64#162,0#11#11#203#3,0#0#0#0#1,0#1#0#0#1,0#1#0#0#1,1006.json,Buggy,Buggy,Buggy
1200,3#3#3#3#3#3,0.1326903998851776#0.1326903998851776#0.9006685614585876#0.9006685614585876#0.8337893486022949#0.8337893486022949,0.9307687865801314#0.9307687865801314#0.9584403253479739#0.9584403253479739#0.8809091392062535#0.8809091392062535,0#0#0#0#0#0,0#0#0#0#0#0,0#0#0#0#0#0,1#1#1#1#1#1,1.89#1.89#1.89#1.89#1.89#1.89,0#0#0#0#0#0,0#0#0#0#1#1,12.0#12.0#12.0#12.0#16.0#16.0,133.59722900390625#133.59722900390625#133.59722900390625#133.59722900390625#131.60296630859375#131.60296630859375,0#0#0#0#0#0,0#0#0#0#0#0,0#0#0#0#0#0,0#137#189#357#409#554,0#0#1#0#1#0,0#0#2#0#2#0,0#0#17#0#16#0,0#0#17#0#16#0,0#126#251#218#75#392,0#0#0#0#0#0,0#0#0#0#0#0,0#0#0#0#0#0,3277.json,NotBuggy,NotBuggy,
897,3,0.923443615436554,0.86727691463411,0,0,0,1,2.0,0,1,18.0,130.7338104248047,1,0,0,0,0,0,0,0,0,0,0,0,1369.json,NotBuggy,NotBuggy,
939,15#15#19#20,0.3169761598110199#0.2838860750198364#0.24826598167419434#0.19838108122348785,1.1176135743789958E-4#9.965452318703403E-5#2.8866798151223906E-5#1.2665032171262888E-5,3#3#4#4,3#3#4#6,6#6#8#10,4#4#5#6,3.52#3.52#3.28#3.22,2#2#2#2,3#4#5#4,99.0#99.0#115.0#121.0,93.4579849243164#93.42804718017578#88.5044174194336#87.1520767211914,0#0#0#0,1#1#2#2,5#5#5#5,0#257#278#285,0#1#8#5,0#2#11#9,0#7#131#130,0#7#114#129,0#203#24#1,0#0#0#0,0#0#1#1,0#0#1#1,1397.json,NotBuggy,NotBuggy,
755,3#3,1.6845135542098433E-4#1.6845135542098433E-4,0.18389491219576798#0.17652882681123522,0#0,0#0,0#0,1#1,1.89#1.89,0#0,1#1,30.0#30.0,127.36779022216797#127.36779022216797,0#0,1#1,0#0,0#239,0#1,0#2,0#7,0#7,0#367,0#1,0#1,0#1,487.json,Buggy,NotBuggy,NotBuggy
760,4#4,0.5953667759895325#0.5901973247528076,0.8834358115527396#0.8717463021746396,0#0,0#0,0#0,1#1,2.0#2.0,0#0,1#1,20.0#20.0,125.64796447753906#125.64796447753906,0#0,1#1,0#0,0#192,0#1,0#2,0#4,0#4,0#227,0#0,0#0,0#0,3507.json,NotBuggy,NotBuggy,
1011,3#3#3,0.8819122910499573#0.8819122910499573#0.9289069771766663,0.9568859258218805#0.9568859258218805#0.9628483359553315,0#0#0,0#0#0,0#0#0,1#1#1,1.89#1.89#1.89,0#0#0,0#0#0,12.0#12.0#12.0,133.59722900390625#133.59722900390625#133.59722900390625,0#0#0,0#0#0,0#0#0,0#167#168,0#0#2,0#0#4,0#0#18,0#0#18,0#218#62,0#0#0,0#0#0,0#0#0,3205.json,NotBuggy,NotBuggy,
1016,3#3#7#5#5,0.532102644443512#0.532102644443512#0.0020176409743726254#0.9335334897041321#0.9335334897041321,0.5969923173910094#0.5969923173910094#0.08604135558291424#0.3046615612061461#0.3046615612061461,0#0#1#1#1,0#0#1#1#1,0#0#2#2#2,1#1#2#2#2,1.89#1.89#1.81#1.96#1.96,0#0#0#0#0,2#2#12#3#3,26.0#26.0#52.0#38.0#38.0,128.8216552734375#128.8216552734375#110.77452850341797#117.85639953613281#117.85639953613281,0#0#0#0#0,0#0#0#0#0,0#0#1#1#1,0#5#15#172#370,0#0#5#3#0,0#0#6#8#0,0#0#194#154#0,0#0#184#145#0,0#251#20#218#392,0#0#0#0#0,0#0#0#0#0,0#0#0#0#0,3084.json,NotBuggy,NotBuggy,
1016,3#3#3,0.8220066428184509#0.8460832834243774#0.8674283623695374,0.9185817154073774#0.9241371473978685#0.931782561077704,0#0#0,0#0#0,0#0#0,1#1#1,1.89#1.89#1.89,0#0#0,1#1#1,15.0#15.0#15.0,132.086669921875#132.086669921875#132.086669921875,0#0#0,0#0#0,0#0#0,0#603#605,0#1#1,0#2#2,0#4#4,0#4#4,0#91#61,0#0#0,0#0#0,0#0#0,2738.json,NotBuggy,NotBuggy,
1360,5#4#4#3#3#3#3#3#3#3#3,0.0#3.1266771839000285E-4#3.7968310061842203E-4#0.0#0.0#0.0#0.03709470480680466#0.10963131487369537#0.1041707918047905#0.1041707918047905#0.12271825969219208,0.01313857477156139#0.11329638103639893#0.07362666858856338#0.043116830886544166#0.044552590542391184#0.046389011775223594#0.23152063182017482#0.3944420909991119#0.3900862071285742#0.3606093088599845#0.35425764191314124,0#0#0#0#0#0#0#0#0#0#0,0#0#0#0#0#0#0#0#0#0#0,0#0#0#0#0#0#0#0#0#0#0,1#1#1#1#1#1#1#1#1#1#1,7.16#6.63#6.63#1.89#1.89#1.89#1.89#1.89#1.89#1.89#1.89,0#0#0#0#0#0#0#0#0#0#0,1#1#1#2#2#2#2#2#2#2#2,51.0#36.0#38.0#40.0#40.0#40.0#30.0#27.0#27.0#27.0#27.0,116.08684539794922#121.82937622070312#121.41175079345703#125.74249267578125#125.74249267578125#125.74249267578125#127.36779022216797#128.22288513183594#128.22288513183594#128.22288513183594#128.22288513183594,0#0#0#0#0#0#0#0#0#0#0,7#4#4#4#4#4#2#2#2#2#2,0#0#0#0#0#0#0#0#0#0#0,0#58#170#206#210#297#344#678#714#845#846,0#2#1#3#1#1#2#1#1#1#1,0#5#2#7#2#2#4#2#2#2#2,0#97#24#39#6#8#75#9#1#7#7,0#94#24#17#6#5#75#9#0#7#6,0#33#78#109#124#126#344#203#392#367#48,0#0#0#0#0#0#0#0#0#1#0,0#0#0#0#0#0#0#0#0#1#0,0#0#0#0#0#0#0#0#0#1#0,813.json,Buggy,NotBuggy,NotBuggy
1360,9#9#10#10#10#10#11#13#13#13,0.5257850885391235#0.7062404751777649#0.6649929881095886#0.6649929881095886#0.6815775036811829#0.6809068918228149#0.6099908351898193#0.18534082174301147#0.18534082174301147#0.20339031517505646,0.1740148779024283#0.287076032956805#0.21746425337986827#0.21746425337986827#0.4319021446390511#0.4006649774216752#0.2856992971931448#0.002613796939340563#0.002613796939340563#0.002526968046885236,1#1#1#1#1#1#1#2#2#2,1#1#1#1#1#1#1#2#2#2,2#2#2#2#2#2#2#4#4#4,3#3#3#3#3#3#3#4#4#4,5.14#5.14#5.0#5.0#2.99#2.99#2.86#2.79#2.79#2.79,1#1#1#1#1#1#1#1#1#1,3#1#2#2#2#2#3#7#7#7,45.0#42.0#46.0#46.0#46.0#46.0#51.0#79.0#79.0#79.0,106.87250518798828#107.29424285888672#104.99148559570312#104.99148559570312#104.99148559570312#104.9344253540039#102.79936218261719#97.18595886230469#97.18595886230469#97.18595886230469,0#0#0#0#0#0#0#0#0#0,0#0#0#0#0#0#0#0#0#0,0#0#0#0#0#0#0#0#0#0,0#170#171#210#297#349#565#818#820#845,0#2#2#0#9#1#1#2#2#2,0#4#3#0#18#2#1#2#4#4,0#75#47#0#69#7#26#131#116#14,0#76#43#0#0#7#22#123#116#14,0#78#47#124#126#38#12#14#3#367,0#0#0#0#0#0#0#0#0#1,0#0#0#0#0#0#0#0#1#1,0#0#0#0#0#0#0#1#1#1,5673.json,Buggy,Buggy,Buggy
1360,6#6#6,0.043721772730350494#0.04667508974671364#0.05012679845094681,0.00720417915377605#0.00557267446603474#0.009548472824862798,3#3#3,3#3#3,6#6#6,3#3#3,3.77#3.77#1.89,0#0#0,3#3#3,56.0#57.0#57.0,112.08033752441406#111.93840789794922#111.93840789794922,0#0#0,2#2#2,1#1#1,0#76#297,0#1#6,0#2#12,0#7#43,0#7#0,0#9#126,0#0#0,0#0#0,0#0#0,4787.json,NotBuggy,NotBuggy,
